id,name,symbol,slug,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated,identifier,CP_3m,CP_1y,CP_4y,WI_3m,WI_1y,WI_5y,GC_3m,GC_1y,GC_5y
18547,Cyn-C,CYNC,cyn-c,2022-03-03,[],,0.0,100000000000,Ethereum,10015,,,2022-05-14T17:16:00.000Z,2.9491503879857705e-07,0.0,0.0,2.21172028,-2.97067196,-25.33623686,-85.24231085,-98.44794614,-98.19788419,0.0,0.0,29491.5,2022-05-14T17:16:00.000Z,cyn-c-CYNC,180.0,219.0,338.0,,,,-100.0,-100.0,-100.0
18549,Valor,V$,valor,2022-03-03,[],1000000000.0,0.0,0,BNB Smart Chain (BEP20),6290,1000000000.0,164504.4471362456,2022-05-14T17:16:00.000Z,0.00016450444713624561,2810.74254912,34.5842,3.50969626,-7.4725835,-44.67167613,-84.2925131,-88.75541209,-90.11507735,0.0,0.0,164504.45,2022-05-14T17:16:00.000Z,valor-V$,92.0,171.0,286.0,-90.2116,-80.2117,-95.7963,-100.0,-100.0,-100.0
18550,ETHFan Burn,$EFB,ethfan-burn,2022-03-03,[],1000000000000.0,0.0,1000000000000,BNB Smart Chain (BEP20),5272,700000000000.0,577773.7809288593,2022-05-14T17:16:00.000Z,8.253911156126561e-07,13992.83114893,-5.404,3.62906264,-7.74170067,-22.79614565,-44.94968829,-56.30659003,-91.04258058,0.0,0.0,825391.12,2022-05-14T17:16:00.000Z,ethfan burn-$EFB,30.0,100.0,197.0,-82.5729,-93.8689,-82.748,,,
18600,XDrake,XDR,xdrake,2022-03-07,[],10000000000.0,0.0,10000000000,BNB Smart Chain (BEP20),10022,200000000.0,6250.425163359132,2022-05-14T17:16:00.000Z,3.125212581679566e-05,0.0,0.0,0.0,0.0,-97.95249363,-99.24220777,-99.24220777,-99.24220777,0.0,0.0,312521.26,2022-05-14T17:16:00.000Z,xdrake-XDR,239.0,308.0,392.0,,,,,,
18601,5table Finance,5TABLE,5table-finance,2022-03-07,[],574813.0,0.0,0,Fantom,7600,574813.0,36482.93104777279,2022-05-14T17:16:00.000Z,0.06346921702844716,269.60518564,62.4576,0.97924912,-0.39957197,-3.9865453,-44.64135398,-76.09516864,-77.27346175,0.0,0.0,36482.93,2022-05-14T17:16:00.000Z,5table finance-5TABLE,50.0,97.0,265.0,-90.8605,-93.3426,-79.1383,-100.0,-100.0,-100.0
18346,Bunny Girl Universe,BNGT,bunny-girl-universe,2022-02-24,[],1e+17,0.0,50000000000000000,BNB Smart Chain (BEP20),7950,1.5e+16,671107.23196782,2022-05-14T17:15:00.000Z,4.4740482131188e-11,113.3872489,-94.7503,2.99693213,-2.98450834,-75.72422406,-92.27190097,-93.52408698,-96.74703459,0.0,0.0,4474048.21,2022-05-14T17:15:00.000Z,bunny girl universe-BNGT,,,,-66.3926,-78.6539,-99.2976,-100.0,-100.0,-100.0
18666,Ideamarket,IMO,ideamarket,2022-03-09,[],100000000.0,0.0,100000000,Arbitrum,7175,14000000.0,250585.2869523824,2022-05-14T17:16:00.000Z,0.017898949068027314,607.56100091,58.2767,2.21172028,-2.19168117,-23.03646476,-68.54864175,-79.00177806,-84.56701746,0.0,0.0,1789894.91,2022-05-14T17:16:00.000Z,ideamarket-IMO,66.0,124.0,184.0,-83.5726,-86.9214,-98.0479,-100.0,-100.0,-100.0
18644,The Transplant Coin,TPC,the-transplant-coin,2022-03-08,[],1000000000000.0,0.0,1000000000000,BNB Smart Chain (BEP20),10026,,,2022-05-14T17:16:00.000Z,3.8744816231764746e-08,0.0,-100.0,0.0,-0.78254196,-16.79684235,-50.42231231,-69.82287731,-88.57454583,0.0,0.0,38744.82,2022-05-14T17:16:00.000Z,the transplant coin-TPC,38.0,62.0,233.0,,,,-100.0,-100.0,-100.0
18645,Mytrade,MYT,mytrade,2022-03-08,[],1000000000.0,0.0,1000000000,Polygon,5144,,,2022-05-14T17:16:00.000Z,0.033030382220170296,16955.6051686,-1.0916,0.02737499,0.3719412,-7.79102603,-33.91988984,-34.03937896,-34.1996127,0.0,0.0,33030382.22,2022-05-14T17:16:00.000Z,mytrade-MYT,15.0,75.0,165.0,-38.6336,-91.7936,-96.0925,-20.673,-100.0,-100.0
18647,EURONIN,EURONIN,euronin,2022-03-08,[],9999999995.0,0.0,9999999999,Solana,6069,4000000000.0,648894.3975821759,2022-05-14T17:16:00.000Z,0.00016222359939554396,4065.6990826,-50.3006,42.13134534,-38.80068979,-77.89654974,-98.02453245,-99.85211666,-99.86814441,0.0,0.0,1622235.99,2022-05-14T17:16:00.000Z,euronin-EURONIN,209.0,346.0,474.0,-58.9486,-28.2801,27.7069,-100.0,-100.0,-100.0
18649,Mercury Tools,MERCURY,mercury-tools,2022-03-08,[],100000000000.0,0.0,0,BNB Smart Chain (BEP20),7334,,,2022-05-14T17:16:00.000Z,7.032035686828583e-07,447.39222881,-43.4597,3.62906264,-4.26363971,-30.82473704,1198.83130926,-52.02643418,-52.02643418,0.0,0.0,70320.36,2022-05-14T17:16:00.000Z,mercury tools-MERCURY,46.0,120.0,230.0,390.812,1000.0,1000.0,168.675,819.667,1000.0
18652,ElonHype,ELONHYPE,elonhype,2022-03-09,[],1000000000.0,0.0,999000000,BNB Smart Chain (BEP20),6717,1000000000.0,19119.340154197314,2022-05-14T17:16:00.000Z,1.9119340154197314e-05,1373.9670014,-1.2917,3.62906264,-2.36329782,-39.24089648,-68.01091016,-70.04386223,-91.97734918,0.0,0.0,19119.34,2022-05-14T17:16:00.000Z,elonhype-ELONHYPE,131.0,223.0,326.0,-82.9455,-86.639,-98.9465,-100.0,-100.0,-100.0
18653,Pentagon Finance,PENT,pentagon-finance,2022-03-09,[],20456743.0,0.0,1000000,Polygon,8537,3839.0,112.42130623671581,2022-05-14T17:16:00.000Z,0.029284007876195835,10.12897929,-81.381,5.62559959,-4.56988607,-44.72241633,-99.87834179,-99.97322962,-99.98087153,0.0,0.0,599055.42,2022-05-14T17:16:00.000Z,pentagon finance-PENT,317.0,374.0,538.0,-77.4185,-92.9256,-94.1617,-100.0,-100.0,-100.0
18658,friesDAO,FRIES,friesdao,2022-03-09,[],840000000.0,0.0,840000000,Ethereum,5895,243961218.0,5176579.093160644,2022-05-14T17:16:00.000Z,0.02121886066809457,5385.4766739,103.8453,0.06159976,4.35901341,0.99643009,7.06916275,48.81493641,23.38673672,0.0,0.0,17823842.96,2022-05-14T17:16:00.000Z,friesdao-FRIES,36.0,66.0,133.0,77.3123,285.437,1000.0,82.856,287.157,1000.0
18660,NEXTEP,NEXTEP,nextep,2022-03-09,[],100000000000.0,0.0,0,BNB Smart Chain (BEP20),6268,100000000000.0,885916.4759513878,2022-05-14T17:16:00.000Z,8.859164759513878e-06,2909.43977451,5.1953,6.03253138,-0.96358638,-23.38985004,-21.84947683,-29.11952512,-28.33682239,0.0,0.0,885916.48,2022-05-14T17:16:00.000Z,nextep-NEXTEP,,,,-35.899,-94.663,-60.7548,,,
18667,Shiba Fame,SHIBA FAME,shiba-fame,2022-03-09,[],100000000000.0,0.0,100000000000,BNB Smart Chain (BEP20),7004,100000000000.0,360069.20614800823,2022-05-14T17:16:00.000Z,3.600692061480082e-06,819.4094017,-81.2272,-0.34770221,11.09929029,-38.54206966,-23.5437529,-38.09432121,-82.59161405,0.0,0.0,360069.21,2022-05-14T17:16:00.000Z,shiba fame-SHIBA FAME,,,,-38.78,-88.227,-92.5708,-27.307,-100.0,159.413
18603,BaksDAO,BAKS,baksdao,2022-03-07,[],,0.0,0,BNB Smart Chain (BEP20),7269,,,2022-05-14T17:16:00.000Z,1.0075829821291118,509.41082202,-64.8212,1.00579661,1.49719742,1.27256086,1.17640736,1.35536751,-11.70617372,0.0,0.0,0.0,2022-05-14T17:16:00.000Z,baksdao-BAKS,28.0,30.0,34.0,-3.8122,-14.8157,-73.9394,-3.896,-7.479,-29.514
18669,BLASTER TOKEN,BLT,blaster-token,2022-03-09,[],100000000.0,0.0,100000000,BNB Smart Chain (BEP20),7941,26000000.0,18469.333960985135,2022-05-14T17:16:00.000Z,0.0007103589984994283,116.7914693,-50.0764,3.62906264,-3.92488071,-50.26008813,-20.61058701,-67.57468183,-86.46297232,0.0,0.0,71035.9,2022-05-14T17:16:00.000Z,blaster token-BLT,,,,-81.0996,-80.6662,-34.5195,,,
18670,SatoshiCity,$CITY,satoshicity,2022-03-09,[],550000000.0,0.0,0,BNB Smart Chain (BEP20),6995,550000000.0,1680780.470355766,2022-05-14T17:16:00.000Z,0.003055964491555938,840.21680323,11.4438,0.0394724,-3.48889733,-14.62354444,-71.44749892,-81.81934021,-81.81934021,0.0,0.0,1680780.47,2022-05-14T17:16:00.000Z,satoshicity-$CITY,67.0,99.0,223.0,-88.4806,-71.8447,-99.8165,,,
18671,Code 7,7SHARE,code-7,2022-03-09,[],,0.0,0,Fantom,7238,,,2022-05-14T17:16:00.000Z,0.19368359824787357,557.14034516,-63.8429,10.72183189,-29.87724531,-79.30027829,-98.40239942,-99.63496671,-99.95083868,0.0,0.0,0.0,2022-05-14T17:16:00.000Z,code 7-7SHARE,118.0,258.0,406.0,-39.156,-52.02,-88.4589,-100.0,-100.0,-100.0
18674,Vase Token,VASE,vase-token,2022-03-09,[],900000000000.0,0.0,0,BNB Smart Chain (BEP20),10027,,,2022-05-14T17:16:00.000Z,4.742442166466541e-08,0.0,0.0,0.0,0.0,-51.18432624,-70.07761196,-72.92133826,-77.23242503,0.0,0.0,42681.98,2022-05-14T17:16:00.000Z,vase token-VASE,,,,,,,-100.0,-100.0,-100.0
18680,Gami Studio,GAMI,gami,2022-03-09,"['gaming', 'dao', 'bnb-chain']",1500000000.0,0.0,1500000000,BNB Smart Chain (BEP20),5510,9750000.0,208521.52296965482,2022-05-14T17:16:00.000Z,0.021386822868682546,9430.80401109,-46.943,2.95666672,-4.11786817,-37.21707782,-59.80496473,-89.34805257,-89.34805257,0.0,0.0,32080234.3,2022-05-14T17:16:00.000Z,gami studio-GAMI,39.0,129.0,257.0,-79.4809,-92.9445,-97.0999,-100.0,-100.0,-100.0
18684,Covid Doge,COVID DOGE,covid-doge,2022-03-09,[],20220000.0,0.0,20220000,BNB Smart Chain (BEP20),6435,2022000.0,12921.230427601524,2022-05-14T17:16:00.000Z,0.0063903216753716735,2160.19133941,-65.8437,3.62906264,-2.95596668,-37.42581978,-46.74358464,-83.14195948,-86.1494704,0.0,0.0,129212.3,2022-05-14T17:16:00.000Z,covid doge-COVID DOGE,28.0,138.0,259.0,-82.3993,-77.0795,-89.5924,-100.0,-100.0,-100.0
18686,Kingdoms,PAWN,kingdoms-pawn,2022-03-10,[],9900000.0,0.0,8882899,Fantom,7689,99807.0,20922.84997742995,2022-05-14T17:16:00.000Z,0.20963309164116695,214.74735186,-70.6722,8.46672497,-15.03731694,-38.2410239,-74.06689542,-93.44930166,-92.95612386,0.0,0.0,2075367.61,2022-05-14T17:16:00.000Z,kingdoms-PAWN,,,,-84.0436,-66.4005,-97.047,-100.0,-100.0,-100.0
18690,BabyWhale,BBW,babywhale,2022-03-10,[],,0.0,0,Ethereum,10028,,,2022-05-14T17:16:00.000Z,3.9356666880892685e-06,0.0,-100.0,2.21172028,-2.97067196,-26.28548137,-52.54374369,-45.19517786,-45.19517786,0.0,0.0,0.0,2022-05-14T17:16:00.000Z,babywhale-BBW,28.0,115.0,228.0,,,,-100.0,-100.0,-100.0
18643,Dog Coin[New],DOG,dog-coin-new,2022-03-08,[],6000000000.0,0.0,6000000000,BNB Smart Chain (BEP20),7203,6000000000.0,6686623.066593491,2022-05-14T17:16:00.000Z,0.0011144371777655818,578.02570614,93.0494,3.62906264,-3.39666164,-25.79512783,-35.55722033,-41.12271135,-55.44960737,0.0,0.0,6686623.07,2022-05-14T17:16:00.000Z,dog coin[new]-DOG,,,,-90.1469,-87.3979,-99.0129,-98.359,-100.0,-100.0
18639,Metaverse ALL BEST ICO,METAALLBI,metaverse-all-best-ico,2022-03-08,[],777000000.0,0.0,777000000,BNB Smart Chain (BEP20),6682,320000000.0,2769.8109264320237,2022-05-14T17:16:00.000Z,8.655659145100075e-06,1435.40044635,-45.8048,-13.12776271,-10.27552931,-62.8968475,-91.0708537,-98.9722156,-98.82767841,0.0,0.0,6725.45,2022-05-14T17:16:00.000Z,metaverse all best ico-METAALLBI,176.0,365.0,532.0,-87.1787,-85.9712,-98.4827,-100.0,-100.0,-100.0
18634,METAROBOX,RBX,metarobox,2022-03-08,[],1000000000000.0,0.0,1000000000000,BNB Smart Chain (BEP20),7770,210010000000.0,1170499664.555884,2022-05-14T17:16:00.000Z,0.005573542519669939,184.23577898,0.0,0.18670406,-1.07954985,-36.66318613,-39.3375134,-48.3570239,-3.98616317,0.0,0.0,5573542519.67,2022-05-14T17:16:00.000Z,metarobox-RBX,13.0,77.0,188.0,-43.7899,-86.7126,-99.5901,-9.925,-100.0,-100.0
18633,Haino,HE,haino,2022-03-08,[],100000000000.0,0.0,0,BNB Smart Chain (BEP20),6578,20000000000.0,180035.3405512585,2022-05-14T17:16:00.000Z,9.001767027562925e-06,1695.11900275,-99.3136,3.62906264,-2.35808719,-98.82403285,-98.15471084,-98.20156672,-98.95618887,0.0,0.0,900176.7,2022-05-14T17:16:00.000Z,haino-HE,148.0,210.0,266.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
18604,Local Terra,LOCAL,local-terra,2022-03-07,['terra-ecosystem'],,0.0,12000000,Terra,5752,,,2022-05-14T17:16:00.000Z,0.01991291066674637,6354.2932703,75.8435,-38.87267503,317.74454404,-78.64693504,-91.99182342,-74.29338265,-72.67826984,0.0,0.0,238954.93,2022-05-14T17:16:00.000Z,local terra-LOCAL,224.0,319.0,449.0,486.703,1000.0,1000.0,1000.0,1000.0,1000.0
18605,Flying Colours,OURS,flying-colours,2022-03-07,[],30000.0,0.0,30000,BNB Smart Chain (BEP20),6745,,,2022-05-14T17:16:00.000Z,4.996897123309176,1292.50702558,1085.3265,3.62906264,-5.88312749,-24.61920572,-24.93791255,-39.31850149,-52.25833297,0.0,0.0,149906.91,2022-05-14T17:16:00.000Z,flying colours-OURS,-21.0,-9.0,120.0,-88.6754,-84.0376,-96.2162,-83.728,-100.0,-100.0
18608,Code 7,CODE7,code7,2022-03-07,['fantom-ecosystem'],0.0,0.0,27315,Fantom,7594,,,2022-05-14T17:16:00.000Z,0.014286759784346365,274.61590725,-56.9155,8.19185165,-24.88468949,-70.7610057,-97.83109699,-98.86810875,-99.81367409,0.0,0.0,390.24,2022-05-14T17:16:00.000Z,code 7-CODE7,,,,,,,,,
18610,Degen Finance,DEGEN,degen-finance,2022-03-07,['fantom-ecosystem'],143660.0,0.0,143660,Fantom,5266,,,2022-05-14T17:16:00.000Z,0.18019983025558187,14134.61077794,-39.3867,3.47056819,8.21330214,-72.78518653,-85.39630277,-88.58823276,-92.93603857,0.0,0.0,25887.51,2022-05-14T17:16:00.000Z,degen finance-DEGEN,94.0,134.0,218.0,-66.0354,-84.1716,-98.4708,-100.0,-100.0,-100.0
18611,MetaRoyale,MRVR,metaroyale,2022-03-07,[],300000000.0,0.0,0,BNB Smart Chain (BEP20),8152,300000000.0,72528.00472671598,2022-05-14T17:16:00.000Z,0.00024176001575571993,69.39042586,0.0,3.62906264,-5.96620722,-24.28031505,-34.13477796,-55.32015191,-81.06588329,0.0,0.0,72528.0,2022-05-14T17:16:00.000Z,metaroyale-MRVR,16.0,48.0,202.0,-89.0238,-87.8406,-87.5066,-100.0,-100.0,-100.0
18612,Sheeba Inu,SHEEB,sheeba-inu,2022-03-07,[],1000000000000.0,0.0,988000000000,Ethereum,10023,1000000000000.0,38760.61145565134,2022-05-14T17:16:00.000Z,3.876061145565134e-08,0.0,0.0,2.21172028,-2.97067196,-25.33623686,-33.02726224,-99.09960569,-95.743578,0.0,0.0,38760.61,2022-05-14T17:16:00.000Z,sheeba inu-SHEEB,,,,,,,-100.0,-100.0,-100.0
18613,CryptogerClub,CTOGER,cryptogerclub,2022-03-07,[],1e+17,0.0,0,BNB Smart Chain (BEP20),6322,1e+17,47275.603722700005,2022-05-14T17:16:00.000Z,4.72756037227e-13,2698.95942622,249.7284,3.39897728,-2.63089963,-29.95584345,-43.16949549,-66.60817842,-91.52503323,0.0,0.0,47275.6,2022-05-14T17:16:00.000Z,cryptogerclub-CTOGER,,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
18615,Coin Fast Alert V2,CFA,coin-fast-alert,2022-03-07,[],10000000.0,0.0,9131449.3762389,BNB Smart Chain (BEP20),8062,,,2022-05-14T17:16:00.000Z,3.695120463646069e-09,87.1163758,-0.064,0.0394724,-0.01954396,-31.56036491,-99.9999372,-27.47286527,-99.99999871,0.0,0.0,0.04,2022-05-14T17:16:00.000Z,coin fast alert v2-CFA,,,,-92.3855,-93.1607,-99.2949,-100.0,-100.0,-100.0
18616,Streamer Inu,STREAMERINU,streamer-inu,2022-03-07,[],1000000000.0,0.0,0,Ethereum,5139,1000000000.0,3513239.9288489483,2022-05-14T17:16:00.000Z,0.0035132399288489483,17135.65798925,-24.9787,2.21172028,3.20507973,-46.65765942,-44.49931744,682.22059067,127.19396403,0.0,0.0,3513239.93,2022-05-14T17:16:00.000Z,streamer inu-STREAMERINU,,,,505.84,1000.0,1000.0,889.283,1000.0,1000.0
18618,MicroCreditToken,1MCT,microcredittoken,2022-03-07,[],1000000000.0,0.0,0,BNB Smart Chain (BEP20),5157,300000000.0,4260374.026463279,2022-05-14T17:16:00.000Z,0.014201246754877595,16802.47393897,35.2155,1.32202974,42.17220848,-16.44924166,-33.37723477,-62.53891547,-87.64344104,0.0,0.0,14201246.75,2022-05-14T17:16:00.000Z,microcredittoken-1MCT,,,,-87.6509,-90.7636,-99.6062,-100.0,-100.0,-100.0
18619,Mystic Poker,MYP,mystic-poker,2022-03-07,[],100000000.0,0.0,100000000,BNB Smart Chain (BEP20),6363,98300000.0,127743.5936920614,2022-05-14T17:16:00.000Z,0.0012995279114146633,2508.36833425,-2.7091,2.88666196,-8.42210102,-38.42710569,-51.03307749,-66.20977111,-75.48503908,0.0,0.0,129952.79,2022-05-14T17:16:00.000Z,mystic poker-MYP,,,,-86.9117,-85.9705,-99.0061,-100.0,-100.0,-100.0
18622,Wallstreetbets.com,WSB,wallstreetbets-token,2022-03-08,[],0.0,0.0,1000000000,Ethereum,6985,684999999.0,5130724.690342777,2022-05-14T17:16:00.000Z,0.007490109047931221,852.20616416,1483.7294,0.0394724,203.58438068,6.56280886,-6.98095192,-8.67969129,-4.23855692,0.0,0.0,7490109.05,2022-05-14T17:16:00.000Z,wallstreetbets.com-WSB,,,,-40.2044,-93.8096,-93.533,102.017,-100.0,-100.0
18624,Azit,AZIT,azit,2022-03-08,[],,0.0,500000000,N/A,6489,1255138.0,70195.03299351048,2022-05-14T17:16:00.000Z,0.055926147557886455,1811.15445493,-14.3406,-5.68669269,-20.35696247,-53.96252774,-79.9603408,-89.09455091,-89.09455091,0.0,0.0,27963073.78,2022-05-14T17:16:00.000Z,azit-AZIT,69.0,94.0,141.0,-82.7102,-88.922,-55.3541,-100.0,-100.0,-100.0
18625,CyborgShiba,CBS,cyborgshiba,2022-03-08,[],1000000000000.0,0.0,1000000000000,BNB Smart Chain (BEP20),10024,750000000000.0,2247032.7143793665,2022-05-14T17:16:00.000Z,2.9960436191724887e-06,0.0,-100.0,0.0394724,-0.01954396,86.12088107,-5.810901,7.41043027,-32.9982515,0.0,0.0,2996043.62,2022-05-14T17:16:00.000Z,cyborgshiba-CBS,,,,,,,178.296,496.58,1000.0
18626,Ape In Records,AIR,ape-in-records,2022-03-08,[],1000000000.0,0.0,1000000000,Ethereum,5909,1000000000.0,884008.0834879864,2022-05-14T17:16:00.000Z,0.0008840080834879863,5266.26417257,-62.3911,2.23033207,-6.50930474,-13.71523028,-37.58631459,-92.38904635,-93.69547627,0.0,0.0,884008.08,2022-05-14T17:16:00.000Z,ape in records-AIR,19.0,141.0,290.0,-78.5302,-97.278,-88.5311,-100.0,-100.0,-100.0
18627,Cornatto,CNC,cornatto,2022-03-08,[],1000000000.0,0.0,209907865,Tron20,10025,1000000000.0,18583856.542757887,2022-05-14T17:16:00.000Z,0.018583856542757887,0.0,0.0,9.09075758,17.05041741,7.52456909,-19.15598055,-5.20453916,-25.45557076,0.0,0.0,18583856.54,2022-05-14T17:16:00.000Z,cornatto-CNC,65.0,49.0,242.0,,,,32.231,-91.507,-3.091
18628,ORBIS,ORBC,orbis,2022-03-08,[],,0.0,0,N/A,6038,,,2022-05-14T17:16:00.000Z,1.6677976146726852,4289.52202421,-13.5812,0.64211982,0.01659408,-7.1306151,169.01516978,169.01516978,169.01516978,0.0,0.0,0.0,2022-05-14T17:16:00.000Z,orbis-ORBC,1.0,102.0,241.0,,,,,,
18512,Apocalypse,APOC,apocalypse,2022-03-02,[],,0.0,0,BNB Smart Chain (BEP20),7148,993061892.44,41293.130746706185,2022-05-14T17:16:00.000Z,4.1581628558162686e-05,637.33167551,-35.5718,3.62906264,-2.19230605,-41.13138865,-50.85085729,-65.61587303,-87.18076645,0.0,0.0,0.0,2022-05-14T17:16:00.000Z,apocalypse-APOC,40.0,101.0,183.0,-76.9608,-85.0129,-69.4576,,,
15492,humanDAO,HDAO,humandao,2022-03-02,[],1000000000.0,0.0,1000000000,Ethereum,6179,76648885.0,1272600.5888092099,2022-05-14T17:15:00.000Z,0.016602988925529836,3407.39051983,258.2862,-1.68076612,-1.74933408,-9.66775812,-24.40250298,-89.48024366,-89.48024366,0.0,0.0,16602988.93,2022-05-14T17:15:00.000Z,humandao-HDAO,37.0,127.0,283.0,-89.9618,-89.4533,-94.3887,-100.0,-100.0,-100.0
18511,Bastille De La Bouje,BASTILLE,bastille-de-la-bouje,2022-03-02,[],,0.0,1000680,Fantom,7445,,,2022-05-14T17:16:00.000Z,7.768871291018369e-05,362.65219726,-60.2538,8.46672497,-17.14172545,-44.47500388,-89.34729902,-99.92068436,-99.9999729,0.0,0.0,77.74,2022-05-14T17:16:00.000Z,bastille de la bouje-BASTILLE,405.0,514.0,604.0,-72.6082,-81.2499,-95.9246,-100.0,-100.0,-100.0
18410,The Last War,TLW,the-last-war,2022-02-28,[],21000000.0,0.0,21000000,BNB Smart Chain (BEP20),7096,,,2022-05-14T17:15:00.000Z,0.011477134830845037,712.37439486,-72.8943,1.9180652,-4.97432431,-34.69420253,-57.70365605,-86.26358848,-84.09467866,0.0,0.0,241019.83,2022-05-14T17:15:00.000Z,the last war-TLW,65.0,85.0,200.0,-90.3662,-67.6929,-94.6481,-100.0,-100.0,-100.0
18392,Quantic,QUANTIC,quantic,2022-02-25,[],,0.0,4189201581,BNB Smart Chain (BEP20),5453,,,2022-05-14T17:15:00.000Z,0.0005832423516674307,10369.65468874,-26.6691,2.90338514,-4.33289053,-28.56097031,-76.08092951,-90.98138448,-97.43598123,0.0,0.0,2443319.78,2022-05-14T17:15:00.000Z,quantic-QUANTIC,108.0,129.0,273.0,-90.5726,-89.5082,-57.2342,-100.0,-100.0,-100.0
18394,Mean Tamato,MEANTAMATO,mean-tamato,2022-02-25,[],5000000000000.0,0.0,0,Ethereum,10000,4800000000000.0,77925.39294659035,2022-05-14T17:15:00.000Z,1.623445686387299e-08,0.0,-100.0,2.27250115,-2.92482415,-26.61894301,-36.44931615,-65.75302388,-95.23288646,0.0,0.0,81172.28,2022-05-14T17:15:00.000Z,mean tamato-MEANTAMATO,50.0,173.0,332.0,,,,-100.0,-100.0,-100.0
18401,Oogear,OG,oogear,2022-02-26,['ethereum-ecosystem'],1000000000.0,0.0,583385860,Ethereum,6573,,,2022-05-14T17:15:00.000Z,0.00017098794519853052,1706.09535229,674.4046,1.24246717,-4.91553645,18.88839265,-69.59143606,-94.07843355,-99.02959626,0.0,0.0,170987.95,2022-05-14T17:15:00.000Z,oogear-OG,69.0,205.0,334.0,-92.4939,-80.8773,-99.3891,-100.0,-100.0,-100.0
18402,Orkan,ORKAN,orkan,2022-02-26,['fantom-ecosystem'],0.0,0.0,62337,Fantom,7260,,,2022-05-14T17:15:00.000Z,1.3116565894449843,516.47924402,-68.7893,9.84056201,-11.2703143,-58.21133362,-84.62935654,-86.04994238,-97.16483203,0.0,0.0,81764.74,2022-05-14T17:15:00.000Z,orkan-ORKAN,42.0,123.0,287.0,-83.6417,-62.2652,-97.5215,-100.0,-100.0,-100.0
18404,World of Cryptoids,CAC,world-of-cryptoids,2022-02-28,[],0.0,0.0,500000000,BNB Smart Chain (BEP20),7151,,,2022-05-14T17:15:00.000Z,0.21380054881901914,636.4400857,-80.5497,2.85780811,-2.84479809,-13.07511484,-30.91897857,-56.0624145,-83.28585819,0.0,0.0,106900274.41,2022-05-14T17:15:00.000Z,world of cryptoids-CAC,,,,-87.0702,-90.177,-95.268,,,
18405,ValleySwap,VS,valleyswap,2022-02-28,[],,0.0,3542278,Oasis Network,10001,3042278.0,941233.4222841363,2022-05-14T17:15:00.000Z,0.3093844225557744,0.0,0.0,0.02800458,-0.59962046,-19.01902507,-6.46947414,-20.70045389,-20.70045389,0.0,0.0,1095925.63,2022-05-14T17:15:00.000Z,valleyswap-VS,,,,,,,,,
18408,CryptoBattles,CBT,cryptobattles,2022-02-28,[],100000000.0,0.0,99999977,BNB Smart Chain (BEP20),5256,,,2022-05-14T17:15:00.000Z,0.004837436371604274,14463.15231919,-12.7078,3.25005441,-2.63668782,-25.0502332,-39.05226777,-44.98204521,-74.50603169,0.0,0.0,483743.64,2022-05-14T17:15:00.000Z,cryptobattles-CBT,11.0,27.0,184.0,-87.7897,-85.4036,-99.5827,-100.0,-100.0,-100.0
18409,DAOBAO,BAO,daobao,2022-02-28,[],0.0,0.0,5195010404,BNB Smart Chain (BEP20),7708,,,2022-05-14T17:15:00.000Z,1.3219699369905235e-05,205.56392264,21.6699,2.99693212,-2.57232243,-34.53843361,-54.44855203,-55.75876117,-90.33622687,0.0,0.0,68676.48,2022-05-14T17:15:00.000Z,daobao-BAO,-52.0,13.0,69.0,-77.8758,-84.0476,-87.4911,-100.0,-100.0,-100.0
18411,TIA,TIA,tia,2022-02-28,[],1010000000.0,0.0,1010000000,Ethereum,10002,,,2022-05-14T17:15:00.000Z,0.008526111829812597,0.0,0.0,2.51131768,-14.29685934,-53.90530872,-52.74908427,-72.39078946,-89.66288058,0.0,0.0,8611372.95,2022-05-14T17:15:00.000Z,tia-TIA,32.0,208.0,334.0,,,,,,
18510,TWINU,TWINU,twinu,2022-03-02,"['memes', 'doggone-doggerel']",,0.0,0,Ethereum,10013,,,2022-05-14T17:16:00.000Z,1.635018e-18,0.0,0.0,-0.30380227,-0.30380227,-23.59730642,-33.26458601,-24.30473876,-95.97979434,0.0,0.0,0.0,2022-05-14T17:16:00.000Z,twinu-TWINU,38.0,201.0,343.0,,,,-100.0,-100.0,-100.0
18412,ENERGY,NRGY,energy,2022-02-28,['avalanche-ecosystem'],0.0,0.0,42000000000,Avalanche C-Chain,7861,,,2022-05-14T17:15:00.000Z,1.1871806625065484e-07,143.87703158,81.206,0.14720083,-3.79979357,-10.59041416,-44.0563787,-91.86912983,-98.62677797,0.0,0.0,4986.16,2022-05-14T17:15:00.000Z,energy-NRGY,79.0,240.0,387.0,-91.4909,-81.4774,-99.2021,-100.0,-100.0,-100.0
